Name,PhoneNumber,Address,CostRange,Cuisine
'R. Thomas Deluxe Grill',,"'4719 Ashford Dunwoody Road Ste 104, Dunwoody, Dunwoody'",3,"'American,Seafood,Sandwich'"
'Empire State South',(404) 541-1105,"'1812 Peachtree Street NW, Brookwood'",3,"'American,Southern,Coffee and Tea'"
'Baraonda',(404) 879-9962,"'999 Peachtree Street NE, Suite 140, Midtown'",2,"'Italian,Pizza'"
'Ormsbys',,"'710 Peachtree Street NE, Suite 200, Midtown, Atlanta'",3,"'American,Bar Food'"
'Six Feet Under Pub & Fish House- Westside',,'1170 Howell Mill Road NW',4,"'Seafood,Southern'"
"'Hal's ""The Steakhouse""'",(404) 261-0025,"'685 11th Street NW, Westside'",4,"'Italian,Seafood,Steak'"
'Quoc Huong',(770) 936-0605,'30 Old Ivy Road',1,"'Sandwich,Vietnamese'"
'The Red Eyed Mule',(678) 809-4546,"'5150 Buford Hwy NE, Doraville'",1,"'American,Burger,Breakfast'"
'Gladys Knight & Ron Winans' Chicken & Waffles',(770) 482-6766,"'1405 Church Street Extension, Marietta'",2,"'American,Breakfast,Southern'"
'Sam's BBQ 1',(770) 977-3005,"'7301 Stonecrest Concourse Ste 123, Lithonia'",3,"'BBQ,Southern'"
'Canyons Burger Company',(678) 494-8868,"'4944 Lower Roswell Road, Marietta'",1,"'Fast Food,Burger,Sandwich'"
'L'Thai West Organic Cuisine and Wine Bar',(770) 434-4344,"'355 Chambers Street, Woodstock'",3,"'Asian,Seafood,Thai,Vegetarian'"
'Giovanni's Restaurant',(678) 384-1169,"'4500 West Village Pl SE, Ste 1017'",2,'Italian'
'Tasty China',(770) 419-9849,"'2495 East West Connector, Austell'",2,'Chinese'
'Parma Tavern',(678) 541-0908,"'585 Franklin Rd SE, Marietta'",1,"'Burger,Italian,Pizza'"
'Floataway Cafe',(404) 892-1414,"'3350 Buford Drive, Buford'",3,"'French,Italian,Pizza,Vegetarian'"
'Octane Coffee',(404) 815-9886,"'1123 Zonolite Road NE, Druid Hills/Emory, Atlanta'",1,"'Desserts,Coffee and Tea,Sandwich'"
'Orient Express',(770) 438-9090,"'1009 Marietta Street NW, Atlanta'",2,"'Asian,Japanese,Sushi'"
'Chuy's',(770) 351-7777,"'2921 Paces Ferry Rd SE, Atlanta'",2,'Tex-Mex'
'Doc Chey's Noodle House',(404) 888-0777,'118 Perimeter Ctr West',1,"'Asian,Chinese,Japanese'"
'BOCADO',,"'1424 N Highland Avenue NE, Virginia-Highland, Atlanta'",3,"'American,Burger'"
'Williamson Brothers Bar-B-Q',(770) 971-3201,'887 Howell Mill Road',2,"'American,BBQ'"
'Erawan Organic Thai',(770) 399-3033,"'1425 Roswell Road, Marietta'",2,'Thai'
'Harry & Sons',(404) 873-2009,'7537 Roswell Road',2,"'American,Sushi,Thai'"
'Joy Cafe',(404) 816-0306,"'820 N Highland Ave NE, Atlanta'",1,"'Cafe,Sandwich,Desserts'"
'Your Dekalb Farmers Market Cafeteria',(404) 377-6400,"'1100 Peachtree Street NE #110, Atlanta'",1,'International'
'Mr Taco',(770) 993-4505,"'3000 E Ponce De Leon Ave, Decatur'",1,'Mexican'
'Trackside Grill',(770) 499-0874,"'893 Holcomb Bridge Rd, Roswell'",2,"'American,Southern'"
'Milton's Cuisine & Cocktails',(770) 817-0161,"'2840 S Main Street NW, Kennesaw'",3,"'American,Southern'"
'Ippolito's Neighborhood Italian',(404) 256-3546,'800 Mayfield Road',2,'Italian'
'Athens Greek Restaurant',(770) 552-8599,'6623 Roswell Road',1,"'Mediterranean,Greek'"
'Cafe Alsace',(404) 373-5622,"'10753 Alpharetta Hwy, Roswell'",2,"'Cafe,French'"
'Barbecue Kitchen',(404) 766-9906,"'121 E Ponce De Leon Avenue, Decatur'",1,"'BBQ,Breakfast,Southern'"
'Iron Age',(678) 584-9098,"'1437 Virginia Ave, Atlanta'",2,'Korean'
'Cuban Diner',(770) 509-2576,"'2131 Pleasant Hill Rd, Duluth'",2,'Cuban'
'Tacos La Villa',(770) 951-0415,"'1484 Roswell Road, Marietta'",1,"'Mexican,Taco'"
'Little Thai Cuisine',(404) 943-9189,"'2415 Cobb Parkway, Smyrna'",3,"'Asian,Seafood,Thai,Healthy Food,Vegetarian'"
'Taqueria Los Hermanos',(770) 817-0363,"'220 Sandy Springs Cir, #209'",2,"'Mexican,Southwestern'"
'Universal Joint',(404) 373-6260,"'4955 Sugarloaf Pkwy, Lawrenceville'",1,"'American,Tex-Mex,Burger'"
'Thai Emerald',(770) 552-6700,"'906 Oakview Road, Decatur'",3,"'Asian,Thai'"
'Soul Vegetarian',,"'540 W Crossville Rd, Roswell'",1,"'Vegetarian,Soul Food,Southern'"
'Talay Asian Cuisine',(678) 957-9811,"'652 North Highland Avenue Atlanta, GA'",2,"'Asian,Chinese,Thai'"
'So Ba',(404) 627-9911,"'1197 Old Peachtree Road Northwest, Suwanee'",3,"'Asian,Vietnamese'"
'Osteria 832',(404) 897-1414,"'560 Gresham Avenue, East Atlanta, Atlanta'",2,"'Italian,Pizza'"
'J Alexander's',(770) 263-9755,"'832 N Highland Avenue NE, Virginia-Highland, Atlanta'",3,"'Steak,Bar Food,Sandwich'"
'Bangkok Cabin',(770) 427-5287,"'5245 Peachtree Pkwy, Norcross'",1,"'Thai,Vegetarian'"
'Camicakes Cupcakes',(404) 748-4288,"'3413 Cherokee St NW, Kennesaw'",1,'Desserts'
'Kurt's Euro Bistro',(770) 623-4128,"'2221 Peachtree Road, Atlanta'",3,"'European,German,Steak'"
'FIGO Pasta',(770) 434-4444,"'3305 Peachtree Industrial Boulevard Suite 100, Duluth'",2,'Italian'
'Chinese Buddha',(404) 874-5158,"'2941 Paces Ferry Road SE, Atlanta'",2,"'Asian,Chinese'"
'Thai Basil & Sushi Zen',(770) 975-8909,"'100 10th Street NW, Midtown'",2,"'Japanese,Sushi,Thai'"
'Bagel Palace Deli and Bakery',(404) 315-9016,'3330 Cobb Parkway NW',1,"'Deli,Bakery'"
'The City Cellar and Loft',(770) 334-3170,"'2869 N Druid Hills Rd NE, Atlanta'",2,"'American,Steak,California'"
'House of Chan',(770) 955-9444,"'72 S Railroad St, Cartersville'",2,'Chinese'
'Tokyo Boat Japanese Restaurant',(770) 993-6646,"'2469 Cobb Pkwy SE, Smyrna'",2,"'Japanese,Sushi'"
'Broadway Diner',(770) 716-2628,"'910 Woodstock Rd, Roswell'",2,"'American,Greek,Italian'"
'Vespucci's Pizza and Pasta',(770) 928-1212,"'535 South Glynn Street, Fayetteville'",2,'Italian'
'Capozzi's Pizza and Pasta',(770) 321-5550,'4805 Canton Road',2,"'Italian,Pizza'"
'Calabria Pizza & Subs',(678) 867-2625,"'4285 Roswell Road, Marietta'",1,"'Pizza,Sandwich'"
'Trattoria 141',(770) 497-0021,"'4910 Atlanta Hwy, Alpharetta'",3,'Italian'
'US Cafe',(770) 801-9660,"'9810 Medlock Bridge Road, Johns Creek'",1,"'American,Burger'"
'Brooklyn Cafe',(404) 843-8377,"'4499 South Cobb Drive SE, Smyrna/Vinings'",3,"'American,Cafe,Seafood'"
'L'Thai Organic Cuisine and Wine Bar',(770) 491-9948,"'220 Sandy Springs Cir NE, Atlanta'",2,"'Thai,Vegetarian'"
'La Parrilla Mexican Restaurant',(770) 242-0766,"'4880 Lawrenceville Hwy Ste 14-16, Tucker'",2,'Mexican'
'Brazilian Bakery',(770) 818-0088,"'5131 Peachtree Parkway, Norcross'",1,"'Brazilian,Sandwich,Desserts'"
'Mi Barrio',(404) 223-9279,"'1260 Powers Ferry Rd SE, Marietta'",1,'Mexican'
'Treehouse Restaurant and Pub',(404) 266-2732,"'571 Memorial Drive SE, Atlanta'",3,"'American,Seafood,Southwestern,New American'"
'Lemon Grass Thai',(770) 973-7478,'7 Kings Cir NE',2,"'Asian,Thai'"
'Ippolito's Neighborhood Italian',(770) 514-8500,"'2145 Roswell Road, Marietta'",2,"'American,Italian'"
'Crabapple Tavern',(770) 667-7456,'425 Barrett Parkway',3,'American'
'Mellow Mushroom',(770) 426-9900,"'12350 Arnold Mill Road, Alpharetta'",3,"'Italian,Pizza'"
'Bishoku',(404) 252-7998,'1133 Chastain Road',2,"'Japanese,Sushi'"
'REV Coffee House',(770) 573-4434,"'5920 Roswell Road, Sandy Springs'",1,"'Cafe,Coffee and Tea'"
'Land of a Thousand Hills Coffee House',(770) 645-1149,"'1680 Spring Road SE, Smyrna'",1,'Coffee and Tea'
'Tanaka Japanese',(770) 740-1488,"'352 S Atlanta St, Roswell'",2,"'Japanese,Sushi'"
'Weeyums Philly Style',(770) 322-0000,"'11235 Alpharetta Hwy, Roswell'",1,"'American,Fast Food'"
'Los Bravos Mexican',(678) 556-1934,"'3603, 900 Main Street'",1,'Mexican'
'Venti Italian Bistro',(678) 513-1403,"'4480 S Cobb Dr SE, Smyrna'",2,'Italian'
'Pasta Max Cafe',(770) 320-9311,"'14260 Cumming Highway, Cumming'",2,'Italian'
'Jim & Nick's BBQ of Conyers',(770) 785-4453,"'50 Griffin St, McDonough'",2,"'BBQ,Southern'"
'Circle Sushi',(770) 998-7880,"'2275 Highway 20 SE, Conyers'",2,"'Asian,Japanese,Sushi'"
'House of Lu III',(678) 354-2108,"'8725 Roswell Road, Sandy Springs, Atlanta'",1,'Chinese'
'Thai Palace',(770) 785-7778,"'1690 Powder Springs Rd SW, Marietta'",2,"'Asian,Thai,Sushi,Vegetarian'"
'R & M Sandwich Shop',(770) 479-4413,"'968 S Main Street NE, Conyers'",1,"'Breakfast,Sandwich'"
'Loribell's Frozen Custard Creations',(770) 966-7600,"'117 W Main Street, Canton'",1,'Desserts'
'Lavender Asian Bistro',(770) 982-3887,"'3139 Cobb Pkwy NW Suite 110, Kennesaw'",1,"'Asian,Chinese,Thai'"
'Fresh 4 U',(404) 603-8883,"'1195 Scenic Hwy, Lawrenceville'",1,"'Greek,Mediterranean'"
'Green Lotus Chinese Cuisine',(678) 213-5688,"'1937 Peachtree Rd NE, Atlanta'",1,'Chinese'
'Thaicoon and Sushi',(678) 766-0641,"'1025 E West Connector, Austell'",3,"'Asian,Sushi,Thai'"
'Teela Taqueria',(404) 459-0477,"'34 Mill St NE, Marietta'",1,'Mexican'
'Mellow Mushroom',(404) 266-1661,"'227 Sandy Springs Pl NE, Atlanta'",3,"'Italian,Pizza'"
'Yum Yum Thai',(770) 496-0307,"'4058 Peachtree Road NE, Brookhaven'",2,"'Thai,Vegetarian'"
'Mint Chinese and Thai Cuisine',(770) 451-8898,"'3977 Lawrenceville Hwy, Tucker'",4,"'Chinese,Malaysian,Thai'"
'Us Cafe Express',(678) 213-2323,"'3683 Clairmont Road Chamblee, Chamblee'",1,"'American,Fast Food,Desserts,Tex-Mex,Burger,Sandwich,Southern'"
'Sushi Uchi',(770) 998-9882,"'2350 Spring Road SE, Smyrna'",3,"'Japanese,Sushi'"
'Patak Meats',(770) 941-7993,"'8420 Holcomb Bridge Road, Alpharetta'",1,"'German,Eastern European'"
'Brooklyn Joe's Pizza',(770) 754-0202,"'4107 Ewing Rd, Austell'",2,"'Italian,Pizza,Sandwich'"
'Sushi Yoshino',(770) 558-3515,"'13065 Hwy 9 N, Milton'",3,'Japanese'
'Always Fresh Neighborhood Market and restaurant',(678) 380-4656,"'2150-A Johnson Ferry Road NE, Atlanta'",1,"'Sandwich,Southern'"
'The Bagel Meister',(770) 577-2010,"'5385 Five Forks Trickum Rd, Lilburn'",2,"'Deli,Sandwich'"
'Cafe Nostalgia Tasty Seafood & More',(678) 565-2887,"'2750 Chapel Hill Road, Douglasville'",2,'Seafood'
'Wasabi House',(770) 804-8400,"'555 Hwy 138 SW Suite B, Riverdale'",2,"'American,Japanese,Sushi'"
'RuChDa Wings',(770) 306-4884,"'5500 Chamblee Dunwoody Rd, Dunwoody'",1,"'American,Sandwich'"
'Ninja Steakhouse & Sushi',(770) 831-7131,"'5370 Campbellton-Fairburn Rd, Fairburn'",3,"'Japanese,Steak'"
'Hibachi Express',(770) 569-5544,"'2115 Hamilton Creek Pkwy Ste 106, Dacula'",1,"'Asian,Japanese'"
'Cafe Hot Wing II',(770) 454-8608,"'11770 Haynes Bridge Rd, Alpharetta'",2,"'American,Diner,Bar Food'"
'Yellow Jacket Hot Dogs',(770) 389-9933,"'3551 Chamblee Tucker Rd, Atlanta'",1,'American'
'Summit Deli',(770) 465-3093,"'456 Santa Fe Trl, Ellenwood'",1,"'American,Burger,Sandwich'"
'The General Muir',(678) 927-9131,"'7245 Rockbridge Rd, Lithonia'",3,"'American,Sandwich'"
'Einstein's',(404) 876-7925,"'1540 Avenue Place Suite B230, Druid Hills/Emory, Atlanta'",3,"'American,Cafe'"
'Miller Union',(678) 733-8550,"'1077 Juniper Street NE, Midtown, Atlanta'",3,'American'
'Niko Niko Sushi Restaurant',(770) 614-3442,"'999 Brady Avenue NW, Atlanta'",2,"'Japanese,Sushi'"
'Shorty's Pizza',(404) 315-6262,"'3260 Buford Dr Ste 30, Buford'",2,"'Italian,Pizza'"
'Taki Japanese Steakhouse',(770) 522-8888,"'2884 N Druid Hills Road NE, Atlanta'",3,"'Japanese,Steak,Sushi'"
'McKendrick's Steak House',(770) 512-8888,"'4711 Ashford Dunwoody Road, Atlanta'",4,'Steak'
'The 57th Fighter Group Restaurant',(770) 234-0057,'4505 Ashford Dunwoody Road',3,"'American,Soul Food,New American'"
'Chef Liu',(770) 936-0532,'3829 Clairmont Road',1,'Chinese'
'Blue Moon Pizza Vinings',(770) 436-4446,"'5283 Buford Hwy NE, Doraville'",2,'Pizza'
'Goin' Coastal',(770) 479-3737,"'4600 West Village Place, Smyrna'",3,'Seafood'
'King of Pops',(404) 507-6774,"'125 W Main St, Canton'",1,"'Desserts,Ice Cream'"
'Mike's Chicago Hot Dogs',(404) 252-8484,"'""337 Elizabeth Street, Suite B '",1,"'American,Fast Food'"
'Fortune Cookie',(404) 636-8899,"'Atlanta""'",2,'Chinese'
'Sushi Avenue on Ponce',(404) 378-8448,"'5948 Roswell Road NE, Atlanta'",2,"'Asian,Japanese,Sushi'"
'Tassa Caribbean Roti Shop',(770) 977-3163,"'2480 Briarcliff Road NE Suite 7, Druid Hills/Emory, Atlanta'",2,"'Caribbean,Vegetarian,Soul Food,Cajun,Creole'"
'Mac McGee's Irish Pub',(404) 377-8050,'308 West Ponce de Leon Avenue',2,"'Irish,Pub Food,Sandwich'"
'Aomi Japanese Restaurant',(770) 840-8710,"'224 Powers Ferry Road SE, Marietta'",2,"'Japanese,Seafood,Sushi'"
'The Big Ketch Saltwater Grill Buckhead',,"'111 Sycamore St, Decatur'",3,"'American,Seafood,Sandwich'"
'Der Biergarten',(404) 521-2728,"'5145 Peachtree Parkway, Suite 470A, Norcross, Atlanta'",3,"'American,German,Bar Food'"
'Brockett Pub House & Grill',(770) 938-1080,"'3279 Roswell Road NE, Buckhead'",2,"'American,Burger,Bar Food,Sandwich'"
'One Midtown Kitchen',(404) 892-4111,"'300 Marietta NW Street, Atlanta'",3,'International'
'RA Sushi Bar Restaurant',(404) 267-0114,"'4522 E Ponce De Leon Avenue, Clarkston'",3,"'Sushi,Japanese'"
'The Nook',(404) 745-9222,"'559 Dutch Valley Road NE, Midtown, Atlanta'",3,"'American,Pub Food'"
'Smokejack BBQ',(770) 410-7611,'1080 Peachtree St NE Ste 8 Atlanta',2,"'BBQ,Southern'"
'Madras Chettinaad',(678) 393-3131,"'1144 Piedmont Avenue NE, Midtown, Atlanta'",2,'Indian'
'Sweet Georgia's Juke Joint',(404) 230-5853,'29 South Main Street',2,'Southern'
'Stoney River Steakhouse and Grill',,'4305 State Bridge Road #108',3,"'American,Seafood,Steak'"
'Douceur de France',(770) 425-5050,"'200 Peachtree Street, Downtown, Atlanta'",1,"'French,Patisserie,Sandwich'"
'Ann's Snack Bar',(404) 687-9207,'5800 State Bridge Road',1,'Burger'
'Carroll Street Cafe',(404) 577-2700,"'277 S Marietta Pky SW, Marietta'",3,"'American,Cafe,Desserts,International'"
'Scratch Fresh',(678) 393-9059,"'1615 Memorial Drive SE, East Atlanta, Atlanta'",2,"'Breakfast,Burger,Sandwich'"
'Vintage Pizzeria',(678) 646-0400,"'208 Carroll Street SE, Cabbagetown, Atlanta'",2,"'Italian,Pizza'"
'Mali Restaurant',(404) 874-1411,"'12890 Hwy 9 N Ste 160, Milton'",2,"'Asian,Japanese,Seafood,Thai'"
'Wildflour',(678) 822-9453,"'5434 Peachtree Rd, Chamblee'",1,'Sandwich'
'Pasta Da Pulcinella',,"'961 Amsterdam Avenue NE, Virginia-Highland, Atlanta'",3,'Italian'
'AMC Fork and Screen Buckhead',(404) 467-9619,"'5815 Windward Pky Ste 210, Alpharetta'",3,"'American,Burger,Sandwich'"
'Cafe Sababa - Mediterranean Grill',(678) 705-8268,'1123 Peachtree Walk NE',2,"'Mediterranean,Middle Eastern,Greek'"
'Le Petit Marché',(404) 371-9888,"'3340 Peachtree Road NE, Atlanta'",1,"'Cafe,Sandwich,Salad'"
'Piu Bello',(404) 814-0304,"'4639 N. Shallowford Road, Dunwoody'",1,"'Italian,Pizza'"
'Chateau Saigon',(404) 929-0034,"'1984 Hosea L Williams Drive NE, East Atlanta'",3,'Vietnamese'
'Brookwood Grill',,"'3330 Piedmont Road NE, Buckhead, Atlanta'",3,'American'
'Adobo Taqueria',(770) 772-1077,"'4300 Buford Hwy NE, Suite 218 Atlanta'",3,"'Mexican,Latin American'"
'Cibo E Beve',(404) 250-8988,'880 Holcomb Bridge Road',3,"'Italian,Pizza'"
'Village Burger',(770) 522-1600,"'11585 Jones Bridge Road Suite 640, Johns Creek'",1,"'Desserts,Burger,Sandwich'"
'Minato Japanese',(770) 432-6012,'4969 Roswell Road',3,'Japanese'
'Thai Diner at Vinings',(770) 859-9898,"'1426 Dunwoody Village Parkway, Dunwoody'",2,"'Asian,Thai'"
'E 48th Street Market Italian',(770) 392-1499,"'2697 Spring Rd SE, Smyrna'",1,"'Italian,Pizza,Sandwich'"
'Nick's Food To Go',(404) 521-2220,"'3280 Cobb Pkwy SE, Atlanta'",1,"'American,Mediterranean,Greek'"
'No. 246',(678) 399-8246,"'2462 Jett Ferry Rd, Dunwoody'",3,'Italian'
'Swapna Indian Cuisine',(770) 956-7589,"'240 Martin Luther King Jr Drive SE, Atlanta'",2,'Indian'
'Olde Blind Dog Irish Pub',(678) 624-1090,"'129 E. Ponce De Leon Avenue, Decatur'",2,"'British,Irish,Burger,Bar Food,Sandwich'"
'Barcelona Wine Bar',,"'2655 Cobb Parkway, Smyrna, Atlanta'",3,"'Spanish,Tapas'"
'Fado Irish Pub',,'12650 Crabapple Road',4,"'British,Irish,Bar Food,Breakfast'"
'Havana South Cuban',(678) 546-2252,'240 North. Highland Avenue',2,'Cuban'
'Woody's CheeseSteaks',(404) 876-1939,'273 Buckhead Avenue.',2,"'Sandwich,Desserts'"
'Taqueria Tsunami',(678) 324-7491,"'4060 Buford Drive, Buford, Atlanta'",1,'Fusion'
'Noni's',(404) 343-1808,"'981 Monroe Drive NE, Midtown, Atlanta'",3,"'Italian,Bar Food'"
'The Diner At Sugar Hill',(770) 831-0180,"'70 South Park Square, Marietta'",2,"'American,Burger,Southern'"
'Zyka-The Taste',(404) 728-4444,"'357 Edgewood Avenue SE, Atlanta'",2,"'Asian,Fast Food,Pakistani,Indian'"
'Tamarind Seed Thai Bistro',(404) 873-4886,"'4500 Nelson Brogdon Boulevard, Sugar Hill'",3,"'Asian,Thai'"
'MORI HOUSE',(770) 831-0810,"'1677 Scott Boulevard, Decatur'",2,"'Japanese,Sushi'"
'Tuk Tuk Thai Food Loft',(678) 539-6181,"'1197 Peachtree Street NE, Midtown, Atlanta'",2,"'Asian,Spanish,Thai,Tapas'"
'Nakato Japanese Restaurant',,'4325 SUWANEE DAM ROAD #100',3,"'Japanese,Sushi'"
'Little Cuba',(770) 451-0025,'1745 Peachtree Road',1,"'American,Cuban'"
'Ceviche Taqueria - Roswell',(678) 461-4025,'1776 Cheshire Bridge Road NE',3,"'Mexican,Latin American'"
'Fresh To Order',(404) 593-2333,"'3350 Chamblee Tucker Rd, Chamblee'",2,"'American,Sandwich,Seafood'"
'Thaicoon & Sushi Bar',(404) 817-9805,"'963 Canton Street, Roswell'",2,"'Japanese,Thai,Sushi'"
'MiniStop Chinese Cuisine',(770) 966-1638,"'860 Peachtree Street NE, Atlanta'",1,"'Asian,Chinese'"
'Melton's App & Tap',(404) 634-9112,"'1799 Briarcliff Road NE, Atlanta'",1,"'American,Irish,Latin American,Tex-Mex,Burger,Sandwich'"
'Zest',(678) 461-6788,"'3103 Cobb Pkwy NW, Suite 109, Kennesaw'",2,"'Sushi,Tapas'"
'Jerusalem Bakery & Grill',(770) 777-0193,"'2500 N Decatur Road, Decatur'",1,"'Mediterranean,Middle Eastern,Greek,Deli,Sandwich'"
'Bobby G's Chicago Eatery',(770) 772-0710,"'957 Canton St, Roswell'",1,"'Pizza,Bar Food'"
'The Original Pancake House',(404) 633-5677,"'4150 Old Milton Pkwy, Alpharetta'",1,"'American,Diner'"
'Joe's on Juniper',(404) 875-6634,"'12990 Highway 9, Alpharetta, Atlanta'",3,"'American,Bar Food'"
'Gabe's Downtown Lousiana Bistro',(770) 456-6026,'2321 Cheshire Bridge Road NE',3,"'French,Pizza,Seafood,Burger,Sandwich,Southern,Cajun,Creole'"
'Papi's Cuban & Caribbean Grill',(770) 237-8889,"'1049 Juniper Street NE, Midtown, Atlanta'",1,"'Caribbean,Cuban,Sandwich'"
'La Parrilla Mexican Restaurant',(770) 957-7756,"'104 W Montgomery St, Villa Rica'",1,'Mexican'
'Seasons 52',,"'911 Duluth Highway, Lawrenceville'",3,"'American,Mediterranean,Vegetarian'"
'Woo Nam Jeong - Stone Bowl House',(678) 530-0844,"'1820 Jonesboro Rd, McDonough'",2,'Korean'
'California Dreaming',,'3050 Peachtree Road NW',3,"'American,Seafood,Steak'"
'D.B.A. Barbecue',(404) 249-5000,"'5953 Buford Highway, Atlanta'",2,"'Burger,BBQ'"
'Dutch Monkey Doughnuts',(404) 432-5130,"'745 Chastain Road NW, Kennesaw / KSU'",2,"'Desserts,Breakfast'"
'Wrecking Bar Brewpub',(404) 221-2600,"'1190 N Highland Avenue NE, Virginia-Highland, Atlanta'",2,'Bar Food'
'Waikikie Hawaiian BBQ',(404) 638-1115,"'3075 Ronald Reagan Boulevard Suite 502, Cumming'",3,"'BBQ,Hawaiian'"
'Ichiban Steak & Sushi',(770) 772-6822,'292 Moreland Avenue NE',2,"'Japanese,Steak'"
'Il Localino',(404) 222-0650,"'2160 Briarcliff Road NE, Druid Hills/Emory, Atlanta'",3,'Italian'
'Sushi Bites',(770) 792-0222,"'5306 Windward Pkwy, Alpharetta'",1,"'Asian,Japanese,Sushi'"
'Aqua Terra Bistro',(770) 271-3000,'467 North Highland Avenue NE',3,'American'
'Haven',(404) 969-0700,"'2500 Cobb Place Ln., Suite 220, Kennesaw'",3,'American'
'Bonefish Grill',(678) 344-8945,"'55 E Main Street, Buford'",3,"'American,Seafood'"
'La Madeleine French Bakery',(770) 392-0516,"'1441 Dresden Drive NE, Brookhaven, Atlanta'",2,"'French,Sandwich'"
'Cue Barbecue',(770) 888-1048,'1350 Scenic Hwy 124',2,'BBQ'
'Pit Boss BBQ',(404) 768-0036,'1165 Perimeter Center West',2,'BBQ'
'Sugo Restaurant',(770) 817-8000,"'1370 Buford Hwy, Cumming'",3,"'Italian,Mediterranean,Pizza,Spanish,Greek,Tapas,Vegetarian'"
'Mama's Pizza',(770) 751-6001,"'856 Virginia Ave, Hapeville'",1,"'Italian,Pizza,Sandwich'"
'Big Chow Grill',(770) 405-2464,"'10305 Medlock Bridge Road, Johns Creek'",2,"'Asian,International,Asian Fusion'"
'Highland Tap 1',,'5950 North Point Parkway',4,"'American,Seafood,Steak,Burger'"
'Escorpion',(678) 666-5198,"'1 Galleria Pkwy SE, Suite 1B, Vinings, Atlanta'",3,"'Mexican,Bar Food'"
'Baba's Gyro and Kabob',(770) 888-8100,"'1026 North Highland Avenue NE, Virginia-Highlands'",2,"'Greek,Mediterranean'"
'Goldberg's Bagel Company & Deli',(404) 266-2644,"'800 Peachtree Street NE, Midtown, Atlanta'",3,"'Breakfast,Deli'"
'Planet Bombay',,'2310 Ronald Reagan Boulevard',3,"'Middle Eastern,Indian'"
'La Fonda Latina',(404) 607-0665,"'4383 Roswell Road NE, Atlanta'",1,"'Latin American,Spanish'"
'Dandelion Chinese Restaurant',(770) 205-8822,'451 Moreland Avenue NE',2,"'Chinese,Fast Food,Japanese,Korean,Sandwich,Asian Fusion'"
'Kani House',(770) 592-5264,"'923 Ponce De Leon Ave NE, Atlanta'",3,"'Japanese,Sushi'"
'Dominick's',(770) 449-1611,"'1595 Peachtree Pkwy, Suite 110, Cumming'",3,'Italian'
'Pho Bac',(770) 986-4273,"'2455 Towne Lake Pkwy Suite 110, Woodstock'",1,"'Asian,Vietnamese'"
'The Peachtree Cafe',(678) 377-8745,"'95 S Peachtree St, Norcross'",1,"'Cafe,Breakfast'"
'Slope's BBQ',(770) 518-7000,"'4897 Buford Hwy, Chamblee'",1,"'American,BBQ'"
'Egg Harbor Cafe',(404) 389-9915,"'50 South Clayton St Suite A, Lawrenceville'",1,"'Cafe,Sandwich'"
'Roasters',(404) 237-1122,"'34 E Crossville Rd, Roswell'",1,"'American,Cafe,Sandwich'"
'Taqueria El Rey Del Taco',(770) 986-0095,"'5920 Roswell Road, Sandy Springs'",2,'Mexican'
'Bambinelli's Italian Restaurant',(770) 493-1311,"'2770 Lenox Road NE, Lindbergh, Atlanta'",2,"'Italian,Pizza'"
'Savage Pizza',(404) 523-0500,"'5288 Buford Hwy NE, Doraville'",3,"'Italian,Pizza,Sandwich,Vegetarian'"
'Donovan's Irish Cobbler',(770) 693-8763,"'3202 Northlake Parkway NE, Tucker, Atlanta'",2,"'Burger,New American'"
'Aspens Signature Steaks',(678) 236-1400,"'484 Moreland Avenue NE, Little Five Points/Candler Park, Atlanta'",3,'Steak'
'Publik Draft House',,"'1025 Rose Creek Drive, Woodstock'",3,"'Burger,Pub Food'"
'5 Seasons Brewing',(404) 255-5911,"'2942 Shallowford Road NE, Marietta, Atlanta'",3,'American'
'Alessandro's Italian Cafe',(770) 345-4446,"'654 Peachtree Street NE, Midtown'",2,"'Italian,Pizza'"
'Zafron Restaurant',(404) 255-7402,"'5600 Roswell Road Northeast, Sandy Springs, Atlanta'",2,"'Mediterranean,Iranian'"
'Bangkok Thyme',(404) 389-0909,"'10511 Bells Ferry Road Suite 800, Canton'",2,"'Asian,Thai,Sushi'"
'Mandarin Cafe',(770) 218-1079,"'236 Johnson Ferry Road NE, Atlanta'",1,"'Chinese,Vietnamese'"
'Chicago's Nancy's Pizza',(404) 254-5103,"'4969 Roswell Road NE, Sandy Springs, Atlanta'",2,'Pizza'
'Gasthaus Le Cafe',(770) 844-7244,"'3895 Cherokee St. Suite 250, Kennesaw'",2,"'German,International'"
'Paolo's Gelato Italiano',(404) 607-0055,'265 Ponce De Leon Avenue NE',1,"'Desserts,Italian,Ice Cream'"
'Morelli's Gourmet Ice Cream & Desserts',(404) 622-0210,"'310 Atlanta Road, Cumming'",1,"'Desserts,Ice Cream'"
'Bamboo China Thai Bistro',(770) 509-2588,"'1025 Virginia Ave NE, Atlanta'",1,"'Chinese,Thai'"
'The Union Restaurant',(770) 569-7767,"'749 Moreland Avenue SE, Atlanta'",2,"'American,Pizza'"
'Scalini's Italian',(770) 952-7222,"'4400 Roswell Rd, Marietta'",2,'Italian'
'Hamada Japanese Steakhouse',(678) 797-5978,"'14275 Providence Road, Alpharetta, Atlanta'",3,"'Japanese,Steak,Sushi'"
